document	label
녹색띠, 개발제한구역으로 통한다. 1950년대의 영국에서 시작된 제도로서 도시 주변의 녹지공간을 보존하여 개발을 제한함으로써 자연환경을 보전하자는 취지이다. 도시주변을 녹색띠로 보전하자는 뜻이며, 우리나라는 1971년 이 제도를 도입하였다. 현재, 전 국토의 5.5%에 달하는 5,397Km2, 28시, 36개군이 대상으로 되었으며 이 지역 상주인구가 120만명에 달한다. 항상 정치적 논란까지 되도 있으나 영국, 일본 등은 이 제도를 도입, 실패하였다고 알려진데 비해 비교적 긍정적으로 평가되고 있다. 	1
녹색 GNP라고도 한다. 국민 총생산에서 마이너스적인 환경오염을 상쇠한 순 GNP의 개념이다.	1
환경관련 반공해 국제 단체의 대표적인 그룹이다. 국제적인 조직을 갖고 있으며 체계적인 환경보전운동을 전개하고 있다.	1
지표상의 온도는 정상적인 경우 지표면이 높고 위로 올라갈수록 기온이 낮아지게 되며, 온도가 높은 곳에서 낮은 곳으로 기류의 이동이 이루어짐으로 지표면에서 발생된 대기오염물질은 기류의 이동이 상승하게 되어 대기권으로 확산되게 된다. 그러나 지역적 특성, 밤과 낮의 특성등이 어우러져 어느 특정지역에서는 가끔 기온의 역전 현상이 발생되게 된다. 즉, 지표면의 기온이 지표면 상층부위 보다 낮은 경우이다. 기온역전 현상이 발생하면 대기오염물질의 확산이 이루어지지 못하게 되므로 대기오염의 피해를 가중시키게 된다.		1
환경피해는 정확한 인과규명이 어려운 경우가 대부분이다. 환경피해에서는 피해자가 피해에 대한 과학적 증빙자료를 제시하지 아니하더라도 전후 상황으로 보아 피해를 주었다는 개연성이 있으면 피해를 인정하고 있다.	1
분진이 포함된 기류 흐름의 방향을 급변시켜 입자의 관성력을 이용하는 분리 장치로서, 주로 입경이 큰 입자를 분리하는데 사용되며, 반전식과 충돌식이 있다.	1
일정량의 용액속에 존재하는 용질의 비율을 말한다. 일반적으로 퍼센트〔%〕, 몰농도〔mol/ℓ〕, 규정농도〔N〕 등으로 사용되며 대기오염, 수질오염의 분석관계에서는 ppm이나 mg/ℓ등이 사용된다.	1
농작물을 해치는 균이나 선충, 진드기, 곤충, 쥐, 그 밖의 약제 및 농작물 등의 생리기능 증진 또는 억제에 사용되는 성장촉진제, 발아억제제, 그 밖의 약제를 말한다. 대부분의 경우 유해화학물질이 다량 포함되어 있으므로 문제가 되고 있다. 우리나라에서 많이 사용되고 있는 농약으로는 유기염소제, 유기인제 등이 있다.	1
입자상 물질과 가스상 물질로 대별되며 입자상 물질로는 분진, 매연, 검댕 등의 고정입자가 있고, 가스상 물질로는 황산화물, 질소산화물, 일산화탄소 등이 있다.	1
일상 용어로는 굴뚝 등에서 방출되는 검댕이나 분진을 함유한 연소 배출가스를 가리킨다. 발생원은 연료, 기타 물질의 연소에 의해 발생하는 황산화물과 연료, 기타 물질의 연소에 의해 발생하는 오염물질 또는 전기를 열원으로 사용하는 전기로 등에서 발생하는 오염물질을 말한다.	1
유해폐기물의 교역통제에 관한 국제협약이다. 1989년 스위스 바젤에서 채택되었다. 병원성 폐기물을 포함한 유해폐기물의 국가간 이동시 교역국은 물론 경유국에까지 사전통보 등의 조치를 취함으로써 유해폐기물 불법이동을 줄이자는데 그 기본취지가 있다. 대부분의 환경관련 국제협약이 미국, EC 등 선진국 주도로 이루어진데 반하여 아프리카 등 77그룹이 주도적인 역할을 하고 있다. 후진국들이 선진국의 폐기물처리장화해서는 안되겠다는 위기 의식에서 출발되었다. 우리나라도 이에 대비 1992년 국내법까지 제정하였다.	1
분뇨를 최종적으로 안전하게 처리하여 공공수역에 방류하는 시설을 말한다. 오수, 분뇨 및 축산폐수의 처리에 관한 법률에 근거하고 있으며 방류수 수질기준은 BOD 40ppm, SS 70ppm이다. 우리나라에는 160여개의 분뇨처리장이 있으며 대부분 생물학적 처리방법이 응용되고 있다.	1
유기물 오염도가 높고 악취가 심하여 적정처리가 요청된다. 1인당 1일 발생량이 1리터 정도이다. BOD가 20,000∼30,000ppm에 달한다.	1
지구에 악영향을 미친다	1
빨리 개선되어야 한다	1
심각하다	1
오염물질을 배출기준치 이상으로 초과하여 배출하는 경우 사업주에게 금전적으로 일정한 부담금을 부과하는데 이를 배출부과금이라고 한다. 배출부과금은 배출총량, 초과농도, 배출지역 등에 따라 차등부과된다.	1
생물학이 한 분야로 생물과 그들이 살고 있는 무생물 환경간의 상호관계를 학문하는 과학이며 연구 대상에 따라 식물 생태학, 동물 생태학으로 대별된다. 전자는 식물의 고체 군락을 대상으로 하여 식물의 분포와 환경과의 관계 등을 연구하는 것이고, 후자는 동물과 무생물적 및 생물적 환경과의 관계를 논하는 과학이다.	1
최근 기상이변으로 알려지고 있는 현상으로서, 지구 열 심장부인 서부 태평양 적도 해수면의 온도가 평상시보다 섭씨 2∼3도 정도 높은 온도가 형성되어 이것이 남미의 페루해안까지 미치기 때문에 기존의 기상모형과는 근본적으로 다른 에너지 순환 형태를 나타나게 되는 것이며 그 원인은 아직 알려지지 않고 있다. 엘리뇨 현상이 일어나면 세계 곳곳에 가뭄과 홍수를 유발하게 되며 한반도 기온에도 영향을 끼친다. 엘리뇨란 말은 스페인어로 『아기예수』라는 뜻으로서 엘리뇨의 해에는 페루 해안지역에 해류순환이 변화되어 흉어가 겹치는데 이때 크리스마스 전후이기 때문에 주민들은 하느님께 고기가 잘 잡히게 해달라고 기원하는 의미에서 이 현상을 부르게 되었다.	1
대기는 보통 상공으로 갈수록 기온이 낮아지나 경우에 따라서는 상공으로 갈수록 기온이 높아지는 경우도 있다. 이처럼 기온이 상공으로 갈수록 높아지는 공간을 역전층이라 하며, 이러한 현상을 기온의 역전이라 한다. 역전층 속에서는 대류에 의한 확산이 이루어지지 않으므로 사람의 건강에 영향을 줄 정도가 되는 경우가 많다. 역전은 그 원인에 따라 방사성, 지형성, 침강성 등으로 구별된다.	1
현대 산업화와 기술 발전으로 인해 자원의 대규모 소모와 환경 오염이 발생합니다. 산업 활동과 생산 과정에서 발생하는 폐기물과 오염 물질이 지구 환경에 영향을 미칩니다.	1
산림은 생태계의 중요한 부분으로, 나무를 베거나 산림을 벌채하여 개발과 기타 목적으로 사용하면서 생태계가 파괴됩니다. 산림 파괴는 생물 다양성 감소와 토양 침식 등을 야기합니다.	1
공장, 자동차, 발전소 등에서 배출되는 대기 오염물질은 대기 중 환경 오염의 주요 원인 중 하나입니다. 이로 인해 대기 중 미세먼지, 오존층 파괴, 산성비 등의 문제가 발생합니다.	1
산업과 농업에서 지속적인 수자원의 과다 사용으로 인해 물 부족과 건조화 등의 문제가 발생합니다. 물자원은 지속적인 보존과 관리가 필요합니다.	1
산업 폐기물, 농약, 도로 플라스틱 쓰레기 등으로 인해 토양이 오염되면 농작물과 생태계에 영향을 미치고, 식량과 생태 다양성에도 영향을 미칩니다.	1
온실 가스 배출과 자연 생태계의 변화로 인해 지구 기후가 변화하고, 극한 기후 사건이 증가합니다. 이로 인해 해수면 상승, 기후 난민 등의 문제가 발생합니다.	1
현대 사회에서 발생하는 폐기물과 쓰레기가 지구 환경에 큰 영향을 미치고 있습니다. 일회용 제품과 폐기물 처리의 부적절한 관리로 지구 환경이 오염됩니다.	1
지구 환경은 모든 생물의 기원이자 존재 이유입니다. 생명체들은 지구 환경의 자원과 생태계와 밀접하게 연결되어 있으며, 생태적 상호 의존 관계를 가지고 있습니다.	1
환경은 우리에게 다양한 자원을 제공합니다. 물, 공기, 식물, 동물 등은 우리의 삶을 지탱하고 필수적인 에너지와 식품을 공급합니다.	1
생태계는 우리와 지구에서 일어나는 많은 과정을 조절하고 균형을 유지합니다. 이는 기후 조절, 물 순환, 토양 형성, 해양 생태계 등을 포함합니다.	1
지구 환경은 우리가 마실 물과 숨쉴 공기의 질을 결정합니다. 깨끗하고 안전한 물과 공기는 건강한 삶을 유지하는 데 필수적입니다.	1
생태 다양성은 우리가 자연에서 얻는 다양한 이점과 서비스를 제공합니다. 생태 다양성은 의약품, 식품 작물, 자연적 해충 방제, 생태 관광 등에 이용됩니다.	1
지구 환경은 기후 안정성과 관련하여 중요한 역할을 합니다. 온실 가스 등의 배출로 인한 기후 변화로 인해 자연 재해가 증가하고 생태계가 변화할 수 있습니다.	1
환경은 문화적인 가치를 지니고 있으며, 자연을 즐기고 레크리에이션을 즐길 수 있는 장소를 제공합니다.	1
환경은 우리의 건강과 안녕, 경제적 번영, 사회적 안정에 매우 중요한 영향을 미치는 요소입니다. 환경을 보호하고 지구를 지켜나가는 것은 인류의 공동 책임이며, 지속 가능한 발전을 위해 필수적입니다.	1
인권은 모든 인간이 태어날 때부터 보유한 가치로, 인간의 존엄성과 평등을 보장합니다. 인간은 그 자체로 존엄한 존재이며, 인권은 이 존엄성을 인정하고 존중하는 기반이 됩니다.	0
인권은 개인의 자유와 자기결정권을 보장합니다. 각 개인은 자유롭게 생각하고 표현하며, 자기의 삶과 미래를 결정할 권리가 있습니다.	0
인권은 공정하고 평등한 사회를 구축하는 데 기여합니다. 인권을 존중하고 보호하는 사회는 다양성과 상호존중을 증진하며, 갈등과 차별을 최소화하는 데 도움이 됩니다.	0
인권을 존중하고 보호하는 사회는 평화와 안전을 증진하는데 도움이 됩니다. 개인들이 자유롭고 공정한 조건에서 살 수 있을 때, 사회적 안전과 평화가 보장될 수 있습니다.	0
인권은 경제적 번영과 개발에도 중요한 역할을 합니다. 인간들이 자신의 능력을 발휘하고 경제 활동에 참여할 수 있을 때, 사회적 경제적 번영이 이루어질 수 있습니다.	0
인권은 법치주의와 정의를 지키는 데 중요한 기초가 됩니다. 인권을 존중하고 보호하는 사회는 법과 정의를 따르며, 모든 개인에 대해 공정한 대우를 합니다.	0
인권은 인류공동체의 가치와 실현을 추구하는데 기여합니다. 모든 사람들이 인권을 존중하고 보호함으로써, 세계적으로 인류공동체의 연대와 협력을 촉진할 수 있습니다.	0
인권은 개인과 사회, 국가, 국제사회에 대한 중요한 가치이며, 인권을 보호하고 존중하는 것은 평화로운, 공정한, 번영하는 사회를 구축하는데 중요한 요소입니다.	0
유해한 고체입자, 액체, 기체, 균류, 방사성 물질 등이 대기속, 물속, 흙속, 식품속에 배출 또는 혼입되어 사람의 건강을 해치고 동·식물의 생육을 저해하거나 시설물에 영향을 주려는 상태 또는 그 상태에 이른 것을 말한다.	1
화석연료 사용 증가로 인하여 배출된 이산화탄소 등의 가스가 지구층을 마치 우산으로 비닐하우스 처럼 둘러싸서 결과적으로 지구가 더워지도록 하고 있으며, 이와 같은 현상을 온실효과라고 한다. 온실효과의 원인물질을 이산화탄소(CO2), 아산화질소(N2O), 메탄(CH4), 염화불화탄소(CFCs) 등인 것으로 알려지고 있다. 온실효과방지를 위한 국제간의 공동노력의 일환으로 기후변화 협약이 1992년 6월 채택되었다.	1
연안지역에서 질소, 인 등의 영양물질이 풍부하여 생기는 현상으로 호소 등의 부영양화 현상과 유사하다. 연안지역에서는 염분이 높으므로 붉은 색을 띄는 조류(Algae)가 과다번식하며 전체가 적조를 띄게 되어 붙여진 이름이다. 적조현상이 일어나면 적조생물로 인한 독성물질 발생으로 어패류 피해를 가져오고, 적조류가 가라앉아 부패하므로 인한 용존산소의 감소로 연안전체가 썩게 된다.	1
지구환경기금이다. 지국환경보전을 위하여 설정된 기금으로 유엔환경계획기구에서 관리하고 있다. 1990년 1월 설립 운영중이며 지국온난화, 생물다양성 보전 및 오존층파괴 방지를 위한 개발도상국 지원을 위하여 설치되었다. 개도국의 세계환경문제 해결을 위한 투자사업기술 지원에 대한 자금을 무상공여 하거나 장기처리의 양허성 자금을 제공하고 있다. 현재 프랑스, 영국 등 20개국이 참가하고 있으며 기금은 13억불이 조성되어 있고, 우리나라는 가입하지 않고 있다.	1
중국의 고비사막등 건조지역에서 발생된 흙·모래가 주성분인 미세입자상물질이 기압의 이동에 의하여 우리나라로 불어오고, 발원지에서 우리나라까지 700여km를 이동, 약 3일이 걸려 도달하게 된다. 주로 3∼5월에 많이 발생하며 하늘이 뿌옇게 된다.	1
사람의 건강을 보호하고 생활환경을 보존하기 위한 기준이다. 대기, 수질, 소음∼진동에 대한 기준을 두고 있으며 환경 정책기본법에 근거하고 있다. 환경기준은 규제기준이라기 보다 정부가 지향하는 일종의 목표기준이다. 사람의 건강을 보호하는 대기오염에서는 아황산가스, 일산화탄소, 질소산화물, 분진, 옥시던트, 탄화수소, 수질오염에서는 카드뮴, 시안, 유기인, 납, 6가크롬, 비소, 초수은, 알킬수은, PCB 등의 기준치를 정하고 있다. 생활환경을 보전하는 수질 오염에서는 하천, 호소, 해역으로 구분하여, 생물학적 산소요구량(BOD), 부유물질(SS)량, 용존산소(DO)량, 대장균군수 등의 기준을 정했고, 소음에 관해서는 지역의 유형, 시간마다 기준치가 각각 따로 정해져 있다.	1
가정에서 나오는 더러운 물인 오수가 우수(빗물)와 합쳐졌을 때 이를 하수라고하여 오수와 구분하고 있으며, 공장에서 나오는 더러운 물을 폐수라고 하는 말과 구분한다.	1
광의로는 환경과 관련된 모든 산업을 통칭한다. 협의로는 환경관련법에 근거하고 있는 환경전문업체, 예를 들면, 환경오염방지시설업체, 환경서비스업체, 쓰레기처리업체, 재생업체 등을 말한다. 협의의 환경산업체는 7000여개에 달하고 있다.	1
쓰레기 발생량의 증가원인으로는 첫째, 인구의 지속적인 증가와 도시집중, 둘째, 생활수준의 향상으로 인한 소비의 증대, 폐품 사용의 기피현상, 1회용 상품의 범람, 제품의 내구성 문제 그리고 상품의 과대포장을 들 수 있으며 세 번째로는 쓰레기의 수거와 처리방법 등 기술적인 문제와 개인이나 정부가 쓰레기 발생을 줄이려는 노력이 부족하다는 것 등을 들 수 있다.	1
환경을 보호하기 위하여 체결되는 양자간 다자간 국제 협약으로 지구차원의 환경을 보호하기 위한 국가별 의무 또는 노력을 규정하고 있음.
현재 170여개의 국제환경협약이 체결되어 있으며 주요한 협약으로는 기후변화협약, 멸종위기에 처한 동식물 보호 협약, 바젤협약, 몬트리올 의정서 등이 있음	1
환경오염을 일으키지 않는 에너지. 석유나 석탄 같은 화석연료가 지구환경에 오염을 발생시키는데 반해, 태양열, 수력, 풍력, 조력, 수소에너지, 지열등처럼 공해를 일으키지 않는 자연에너지	1


